id,item_search,title,condition,domain,price,original_price,date_created,date_updated,quantity,link,status
MLA918072516,Google Home,Google Nest Mini Nest Mini 2nd Gen Con Asistente Virtual Google Assistant Chalk 110v/220v,new,MLA-SMART_SPEAKERS,61740.5,64990.0,2021-04-26T19:22:18.000Z,2024-04-25T19:04:58.000Z,1935,https://articulo.mercadolibre.com.ar/MLA-918072516-google-nest-mini-nest-mini-2nd-gen-con-asistente-virtual-google-assistant-chalk-110v220v-_JM,active
MLA1146279904,Google Home,Google Home Mini Con Asistente Virtual Google Assistant Coral 110v/220v,new,MLA-SMART_SPEAKERS,67190.0,99990.0,2022-07-09T21:58:24.000Z,2024-04-25T17:29:52.569Z,1271,https://articulo.mercadolibre.com.ar/MLA-1146279904-google-home-mini-con-asistente-virtual-google-assistant-coral-110v220v-_JM,active
MLA1376911913,Google Home,Google Home Mini Con Asistente Virtual Google Assistant Chalk 110v/220v,new,MLA-SMART_SPEAKERS,128999.0,,2023-07-12T23:49:14.000Z,2024-04-17T17:40:46.000Z,20,https://articulo.mercadolibre.com.ar/MLA-1376911913-google-home-mini-con-asistente-virtual-google-assistant-chalk-110v220v-_JM,active
MLA1389173603,Google Home,"Google Nest Hub Con Asistente Virtual Google Assistant, Pantalla Integrada De 7  Charcoal 110v/220v",new,MLA-SMART_SPEAKERS,184992.6,249990.0,2023-09-21T19:15:25.000Z,2024-04-21T02:48:59.188Z,1002,https://articulo.mercadolibre.com.ar/MLA-1389173603-google-nest-hub-con-asistente-virtual-google-assistant-pantalla-integrada-de-7-charcoal-110v220v-_JM,active
MLA1384134643,Google Home,Google Home Mini Versión Bulk/ Sin Caja/ Cargador Original!,new,MLA-SMART_SPEAKERS,58588.0,,2023-08-21T14:52:21.000Z,2024-04-22T00:07:12.000Z,46,https://articulo.mercadolibre.com.ar/MLA-1384134643-google-home-mini-version-bulk-sin-caja-cargador-original-_JM,active
MLA1392974207,Google Home,Google Home Mini Con Asistente Virtual Google Assistant Charcoal 110v/220v,new,MLA-SMART_SPEAKERS,89662.0,,2023-10-20T21:14:47.000Z,2024-04-16T17:42:14.000Z,10,https://articulo.mercadolibre.com.ar/MLA-1392974207-google-home-mini-con-asistente-virtual-google-assistant-charcoal-110v220v-_JM,active
MLA873351413,Google Home,Google Home Mini Asistente Virtual Bulk - Sin Caja - Envío ,new,MLA-SMART_SPEAKERS,56994.0,,2020-08-14T17:08:20.000Z,2024-04-20T17:15:27.000Z,40,https://articulo.mercadolibre.com.ar/MLA-873351413-google-home-mini-asistente-virtual-bulk-sin-caja-envio-_JM,active
MLA1597470910,Google Home,Google Home Mini Con Google Assistant Negro Reacondicionado,new,MLA-SMART_SPEAKERS,45724.88,49999.0,2023-12-13T16:08:36.234Z,2024-04-22T16:12:12.946Z,999,https://articulo.mercadolibre.com.ar/MLA-1597470910-google-home-mini-con-google-assistant-negro-reacondicionado-_JM,active
MLA873646326,Google Home,Google Home Mini Asistente Virtual Bulk - Sin Caja - Oferta!,new,MLA-SMART_SPEAKERS,58585.0,,2020-08-16T15:04:33.000Z,2024-04-12T18:46:29.223Z,28,https://articulo.mercadolibre.com.ar/MLA-873646326-google-home-mini-asistente-virtual-bulk-sin-caja-oferta-_JM,active
MLA1398793543,Google Home,Google Home Mini Con Asistente Virtual Google Assistant Ref,new,MLA-SMART_SPEAKERS,51213.5,55990.0,2023-12-12T20:12:50.000Z,2024-04-15T05:58:02.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1398793543-google-home-mini-con-asistente-virtual-google-assistant-ref-_JM,active
MLA1597574484,Google Home,Parlante Google Home Mini Asistente Virtual Refabricado,new,MLA-SMART_SPEAKERS,45724.88,49999.0,2023-12-13T16:08:37.000Z,2024-04-17T20:35:36.000Z,1002,https://articulo.mercadolibre.com.ar/MLA-1597574484-parlante-google-home-mini-asistente-virtual-refabricado-_JM,active
MLA1125935779,Google Home,Google Home Mini + Chromecast 2nd Generation Netflix Spotify,new,MLA-SMART_SPEAKERS,101190.8,109990.0,2022-03-04T15:56:55.000Z,2024-04-18T11:16:46.000Z,1047,https://articulo.mercadolibre.com.ar/MLA-1125935779-google-home-mini-chromecast-2nd-generation-netflix-spotify-_JM,active
MLA930506223,Google Home,Soporte Montaje Embutido Pared Google Home Hub Mountgenie,new,MLA-SMART_SPEAKERS,17000.0,,2021-07-22T21:07:44.000Z,2024-04-07T17:15:50.000Z,43,https://articulo.mercadolibre.com.ar/MLA-930506223-soporte-montaje-embutido-pared-google-home-hub-mountgenie-_JM,active
MLA873351456,Google Home,Google Home Mini Asistente - Bulk - Sin Caja - Fuente 220v ,new,MLA-SMART_SPEAKERS,58587.0,,2020-08-14T17:09:40.000Z,2024-04-24T13:56:36.000Z,45,https://articulo.mercadolibre.com.ar/MLA-873351456-google-home-mini-asistente-bulk-sin-caja-fuente-220v-_JM,active
MLA1597457958,Google Home,Google Home Mini Con Asistente Virtual  Charcoal Refabricado,new,MLA-SMART_SPEAKERS,49999.0,,2023-12-13T16:08:39.257Z,2024-03-31T03:54:54.500Z,999,https://articulo.mercadolibre.com.ar/MLA-1597457958-google-home-mini-con-asistente-virtual-charcoal-refabricado-_JM,active
MLA1392445767,Google Home,Google Home Mini Asistente Virtual Bulk Sin Caja Original +,new,MLA-SMART_SPEAKERS,88499.0,,2023-10-16T15:35:31.000Z,2024-04-02T19:50:20.000Z,4,https://articulo.mercadolibre.com.ar/MLA-1392445767-google-home-mini-asistente-virtual-bulk-sin-caja-original--_JM,active
MLA1597677282,Google Home,Parlante Google Home Mini Asistente Virtual Wifi Refabricado,new,MLA-SMART_SPEAKERS,63926.14,69990.0,2023-12-13T16:12:34.000Z,2024-04-15T05:42:24.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1597677282-parlante-google-home-mini-asistente-virtual-wifi-refabricado-_JM,active
MLA1392498187,Google Home,Google Home Mini Asistente Virtual Bulk Bolsa Nuevo Gtia +,new,MLA-SMART_SPEAKERS,88499.0,,2023-10-16T15:42:31.000Z,2024-03-26T19:47:14.000Z,4,https://articulo.mercadolibre.com.ar/MLA-1392498187-google-home-mini-asistente-virtual-bulk-bolsa-nuevo-gtia--_JM,active
MLA1110314122,Google Home,Soporte Pared 45º Google Home Hub Base 138x60mm Nextsale,new,MLA-SMART_SPEAKERS,8455.0,8900.0,2021-10-29T17:38:53.000Z,2024-04-17T14:53:16.000Z,25999,https://articulo.mercadolibre.com.ar/MLA-1110314122-soporte-pared-45-google-home-hub-base-138x60mm-nextsale-_JM,active
MLA1110377590,Google Home,Soporte De Pared Google Mini Home / Nest Mini 2da Generacion,new,MLA-SMART_SPEAKERS,8455.0,8900.0,2021-10-29T17:34:14.000Z,2024-04-17T14:53:20.000Z,39007,https://articulo.mercadolibre.com.ar/MLA-1110377590-soporte-de-pared-google-mini-home-nest-mini-2da-generacion-_JM,active
MLA1125948601,Google Home,Combo Google Home Mini + Chromecast 2 Ga00379-us,new,MLA-SMART_SPEAKERS,98792.4,129990.0,2022-03-04T15:41:56.000Z,2024-04-15T03:49:38.000Z,1133,https://articulo.mercadolibre.com.ar/MLA-1125948601-combo-google-home-mini-chromecast-2-ga00379-us-_JM,active
MLA1398845475,Google Home,Google Home Mini Google Assistant Chalk  9 W Ref,new,MLA-SMART_SPEAKERS,68390.5,71990.0,2023-12-12T20:15:44.000Z,2024-04-15T05:55:49.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1398845475-google-home-mini-google-assistant-chalk-9-w-ref-_JM,active
MLA934111387,Google Home,"Google Nest Hub Con Asistente Virtual Google Assistant, Pantalla Integrada De 7  Chalk 110v/220v",new,MLA-SMART_SPEAKERS,201590.0,369990.0,2021-08-12T21:07:18.000Z,2024-04-25T03:23:33.663Z,199,https://articulo.mercadolibre.com.ar/MLA-934111387-google-nest-hub-con-asistente-virtual-google-assistant-pantalla-integrada-de-7-chalk-110v220v-_JM,active
MLA1398845395,Google Home,Google Home Mini Con Asistente Virtual Chalk 110v/220v Ref,new,MLA-SMART_SPEAKERS,53190.5,55990.0,2023-12-12T20:12:54.000Z,2024-04-15T04:01:10.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1398845395-google-home-mini-con-asistente-virtual-chalk-110v220v-ref-_JM,active
MLA1597677284,Google Home,Parlante Google Home Mini Google Assistant Wifi Refabricado,new,MLA-SMART_SPEAKERS,64007.05,69990.0,2023-12-13T16:12:38.000Z,2024-04-15T06:50:55.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1597677284-parlante-google-home-mini-google-assistant-wifi-refabricado-_JM,active
MLA1392446181,Google Home,Google Home Mini Asistente Virtual Bulk Sin Caja C/ Cargador,new,MLA-SMART_SPEAKERS,58999.0,,2023-10-16T15:40:46.000Z,2024-03-21T21:20:46.000Z,4,https://articulo.mercadolibre.com.ar/MLA-1392446181-google-home-mini-asistente-virtual-bulk-sin-caja-c-cargador-_JM,active
MLA856426768,Google Home,Google Home Hub Parlante Asistente Virtual Smart Premium,new,MLA-SMART_SPEAKERS,439990.0,,2020-05-19T14:10:36.000Z,2024-03-22T09:05:27.000Z,1003,https://articulo.mercadolibre.com.ar/MLA-856426768-google-home-hub-parlante-asistente-virtual-smart-premium-_JM,active
MLA856427510,Google Home,Asistente Virtual Google Home Hub Parlante Voice Match Cuota,new,MLA-SMART_SPEAKERS,439990.0,,2020-05-19T14:21:18.000Z,2024-03-22T08:44:34.000Z,999,https://articulo.mercadolibre.com.ar/MLA-856427510-asistente-virtual-google-home-hub-parlante-voice-match-cuota-_JM,active
MLA1400506527,Google Home,Google Home Mini Multi-room Google Assistant Refabricado,new,MLA-SMART_SPEAKERS,84990.0,,2023-12-28T18:38:49.000Z,2024-02-01T07:20:07.000Z,3,https://articulo.mercadolibre.com.ar/MLA-1400506527-google-home-mini-multi-room-google-assistant-refabricado-_JM,active
MLA1400076445,Google Home,Google Nest Mini/2da Gen/version Brasil,new,MLA-SMART_SPEAKERS,75999.0,,2023-12-25T16:07:39.721Z,2024-04-19T11:03:14.845Z,1,https://articulo.mercadolibre.com.ar/MLA-1400076445-google-nest-mini2da-genversion-brasil-_JM,active
MLA1154268993,Google Home,Combo Google Home Mini + Chromecast 2 Asistente Virtuales,new,MLA-SMART_SPEAKERS,123490.5,129990.0,2022-08-18T15:51:02.000Z,2024-04-15T04:11:31.000Z,1002,https://articulo.mercadolibre.com.ar/MLA-1154268993-combo-google-home-mini-chromecast-2-asistente-virtuales-_JM,active
MLA1400539531,Google Home,Google Home Mini Asistente Virtual Google Assistant Ref,new,MLA-SMART_SPEAKERS,64990.0,,2023-12-28T18:36:01.000Z,2024-01-16T05:34:03.000Z,3,https://articulo.mercadolibre.com.ar/MLA-1400539531-google-home-mini-asistente-virtual-google-assistant-ref-_JM,active
MLA873352268,Google Home,Google Home Mini /bulk - Sin Caja + Cuot.s S/ Inter.s ,new,MLA-SMART_SPEAKERS,85998.0,,2020-08-14T17:10:37.000Z,2024-04-12T18:43:47.000Z,20,https://articulo.mercadolibre.com.ar/MLA-873352268-google-home-mini-bulk-sin-caja-cuots-s-inters-_JM,active
MLA856423988,Google Home,Asistente Virtual Google Home Hub Smart Pantalla 7 Wifi Bt ,new,MLA-SMART_SPEAKERS,246992.4,324990.0,2020-05-19T14:00:23.000Z,2024-04-19T11:36:34.405Z,1009,https://articulo.mercadolibre.com.ar/MLA-856423988-asistente-virtual-google-home-hub-smart-pantalla-7-wifi-bt-_JM,active
MLA1398832615,Google Home,Google Home Mini Con Asistente Virtual Bluetooth Ref,new,MLA-SMART_SPEAKERS,65754.72,65754.72,2023-12-12T20:15:46.000Z,2024-04-15T06:53:36.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1398832615-google-home-mini-con-asistente-virtual-bluetooth-ref-_JM,active
MLA1149361692,Google Home,Asistente Google Nest Hub Pantalla Smart Tactil 7´´ ,new,MLA-SMART_SPEAKERS,319990.0,,2022-08-02T18:22:11.000Z,2024-04-24T14:30:09.352Z,24,https://articulo.mercadolibre.com.ar/MLA-1149361692-asistente-google-nest-hub-pantalla-smart-tactil-7-_JM,active
MLA856428537,Google Home,Asistente Virtual Google Home Hub Pantalla 7 Smart Nest Wifi,new,MLA-SMART_SPEAKERS,324990.0,,2020-05-19T14:17:50.000Z,2024-03-19T16:03:14.409Z,1057,https://articulo.mercadolibre.com.ar/MLA-856428537-asistente-virtual-google-home-hub-pantalla-7-smart-nest-wifi-_JM,active
MLA1597677286,Google Home,Speaker Google Home Mini Con Asistente Virtual  Refabricado,new,MLA-SMART_SPEAKERS,64007.05,64007.05,2023-12-13T16:12:42.000Z,2024-04-15T06:47:45.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1597677286-speaker-google-home-mini-con-asistente-virtual-refabricado-_JM,active
MLA873350814,Google Home,Google Home Mini Asistente Virtual Bulk - Sin Caja / Cuot.s!,new,MLA-SMART_SPEAKERS,85997.0,,2020-08-14T17:15:17.000Z,2024-04-12T18:43:46.385Z,20,https://articulo.mercadolibre.com.ar/MLA-873350814-google-home-mini-asistente-virtual-bulk-sin-caja-cuots-_JM,active
MLA1683844410,Google Home,Google Home Max Con Asistente Virtual Google Assistant Charcoal 100v/240v,new,MLA-SMART_SPEAKERS,671724.0,,2024-02-27T17:04:42.000Z,2024-02-28T21:28:46.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1683844410-google-home-max-con-asistente-virtual-google-assistant-charcoal-100v240v-_JM,active
MLA1401436623,Google Home,Asistente De Google Nest Mini Gray,new,MLA-SMART_SPEAKERS,283080.0,,2024-01-05T21:37:30.000Z,2024-04-19T12:11:43.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1401436623-asistente-de-google-nest-mini-gray-_JM,active
MLA912014012,Google Home,Soporte De Pared Google Mini Home / Nest Mini 2da Generacion,new,MLA-SMART_SPEAKERS,3999.0,,2021-03-15T22:57:54.000Z,2024-04-10T14:37:35.000Z,65,https://articulo.mercadolibre.com.ar/MLA-912014012-soporte-de-pared-google-mini-home-nest-mini-2da-generacion-_JM,active
MLA833417329,Google Home,Google Home Mini Asistente Virtual Parlante Original Español,new,MLA-SMART_SPEAKERS,97200.77,106300.0,2020-01-07T22:11:34.000Z,2024-04-15T04:02:40.000Z,1,https://articulo.mercadolibre.com.ar/MLA-833417329-google-home-mini-asistente-virtual-parlante-original-espanol-_JM,active
MLA1683844336,Google Home,Google Home Max Con Asistente Virtual Google Assistant Chalk 100v/240v,new,MLA-SMART_SPEAKERS,671724.0,,2024-02-27T17:01:37.000Z,2024-02-27T17:08:44.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1683844336-google-home-max-con-asistente-virtual-google-assistant-chalk-100v240v-_JM,active
MLA857710195,Google Home,Soporte De Pared A 45º Google Home Hub - Base 138x60mm,new,MLA-SMART_SPEAKERS,7999.0,,2020-05-24T22:32:06.000Z,2024-04-09T14:41:48.000Z,8,https://articulo.mercadolibre.com.ar/MLA-857710195-soporte-de-pared-a-45-google-home-hub-base-138x60mm-_JM,active
MLA857704576,Google Home,Soporte De Pared Google Home Hub Max - Base 198x84mm,new,MLA-SMART_SPEAKERS,4999.0,,2020-05-24T21:55:28.000Z,2024-03-21T19:52:17.000Z,2,https://articulo.mercadolibre.com.ar/MLA-857704576-soporte-de-pared-google-home-hub-max-base-198x84mm-_JM,active
MLA1412976451,Google Home,Google Home Hub Control Por Voz Pantalla Hd 7  Blanco/gris,new,MLA-SMART_SPEAKERS,256490.5,269990.0,2024-03-05T17:27:15.000Z,2024-04-15T13:18:14.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1412976451-google-home-hub-control-por-voz-pantalla-hd-7-blancogris-_JM,active
MLA1693634994,Google Home,Google Home Hub Pantalla Hd 7  Wi-fi Bluetooth Sensor De Luz,new,MLA-SMART_SPEAKERS,273312.71,339990.0,2024-03-05T17:45:47.000Z,2024-04-15T13:19:12.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1693634994-google-home-hub-pantalla-hd-7-wi-fi-bluetooth-sensor-de-luz-_JM,active
MLA873351615,Google Home,Google Home Mini Asistente Virtual Bulk - Sin Caja - Cuot.s,new,MLA-SMART_SPEAKERS,85995.0,,2020-08-14T17:14:13.000Z,2024-04-12T18:43:48.000Z,20,https://articulo.mercadolibre.com.ar/MLA-873351615-google-home-mini-asistente-virtual-bulk-sin-caja-cuots-_JM,active
MLA1423370987,Google Home,Google Home Mini C/ Asistente Virtual Assistant En Caja,used,MLA-SMART_SPEAKERS,45100.0,,2024-04-25T14:37:21.000Z,2024-04-25T15:34:54.523Z,1,https://articulo.mercadolibre.com.ar/MLA-1423370987-google-home-mini-c-asistente-virtual-assistant-en-caja-_JM,active
MLA1154176154,Apple TV, Apple Tv Hd A1625 De Voz 4.ª Generación 2015 Full Hd 32gb Negro Con 2gb De Memoria Ram,new,MLA-STREAMING_MEDIA_DEVICES,167990.0,219990.0,2022-08-17T19:41:31.000Z,2024-04-25T12:15:43.000Z,41,https://articulo.mercadolibre.com.ar/MLA-1154176154-apple-tv-hd-a1625-de-voz-4-generacion-2015-full-hd-32gb-negro-con-2gb-de-memoria-ram-_JM,active
MLA1264249048,Apple TV, Apple Tv 4k A2169 De Voz 2.ª Generación 2021 4k 32gb Negro,new,MLA-STREAMING_MEDIA_DEVICES,329999.0,,2022-11-29T20:07:58.000Z,2024-04-18T20:50:29.000Z,6,https://articulo.mercadolibre.com.ar/MLA-1264249048-apple-tv-4k-a2169-de-voz-2-generacion-2021-4k-32gb-negro-_JM,active
MLA1113585170,Apple TV,Apple Tv 4k 64gb Negro 1.ª Generación 2017,new,MLA-STREAMING_MEDIA_DEVICES,187190.0,269990.0,2021-11-24T16:13:15.000Z,2024-04-25T03:10:36.982Z,1008,https://articulo.mercadolibre.com.ar/MLA-1113585170-apple-tv-4k-64gb-negro-1-generacion-2017-_JM,active
MLA1732589556,Apple TV, Apple Tv 4k (wifi + Ethernet) A2843 De Voz 3.ª Generación 2022 4k 128gb Negro,new,MLA-STREAMING_MEDIA_DEVICES,549000.0,,2024-04-08T04:04:48.000Z,2024-04-19T21:01:05.800Z,1,https://articulo.mercadolibre.com.ar/MLA-1732589556-apple-tv-4k-wifi-ethernet-a2843-de-voz-3-generacion-2022-4k-128gb-negro-_JM,active
MLA1420959285,Apple TV,Apple Tv 4k 32gb Negro 1.ª Generación 2017,new,MLA-STREAMING_MEDIA_DEVICES,219990.0,,2024-04-11T15:57:34.000Z,2024-04-15T17:36:48.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1420959285-apple-tv-4k-32gb-negro-1-generacion-2017-_JM,active
MLA1264223887,Apple TV, Apple Tv 4k A2169 De Voz 2.ª Generación 2021 4k 64gb Negro,new,MLA-STREAMING_MEDIA_DEVICES,369999.0,,2022-11-29T20:19:53.000Z,2024-04-18T20:45:19.000Z,6,https://articulo.mercadolibre.com.ar/MLA-1264223887-apple-tv-4k-a2169-de-voz-2-generacion-2021-4k-64gb-negro-_JM,active
MLA1732679658,Apple TV, Apple Tv 4k (wifi) A2737 3.ª Generación 2022 4k 64gb Color Negro Tipo De Control Remoto Control De Voz,new,MLA-STREAMING_MEDIA_DEVICES,495000.0,,2024-04-08T04:08:16.000Z,2024-04-24T12:16:30.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1732679658-apple-tv-4k-wifi-a2737-3-generacion-2022-4k-64gb-color-negro-tipo-de-control-remoto-control-de-voz-_JM,active
MLA1106952603,Apple TV,Apple Tv 4k 32gb 5th Generation Netflix Disney+ Prime Video,new,MLA-STREAMING_MEDIA_DEVICES,237508.99,259990.0,2021-10-06T17:39:57.000Z,2024-04-17T15:26:37.000Z,70,https://articulo.mercadolibre.com.ar/MLA-1106952603-apple-tv-4k-32gb-5th-generation-netflix-disney-prime-video-_JM,active
MLA1113738548,Apple TV,Apple Tv 4k 64gb 5th Generation Con Chip A10x Fusion,new,MLA-STREAMING_MEDIA_DEVICES,314990.0,,2021-11-25T13:53:58.000Z,2024-04-25T21:47:01.000Z,1027,https://articulo.mercadolibre.com.ar/MLA-1113738548-apple-tv-4k-64gb-5th-generation-con-chip-a10x-fusion-_JM,active
MLA1106939558,Apple TV,Convertidor A Smart Tv Apple Tv 4k 32gb Mqd22ll/a,new,MLA-STREAMING_MEDIA_DEVICES,278791.8,339990.0,2021-10-06T17:39:55.000Z,2024-04-18T17:54:10.000Z,22,https://articulo.mercadolibre.com.ar/MLA-1106939558-convertidor-a-smart-tv-apple-tv-4k-32gb-mqd22lla-_JM,active
MLA1416062157,Apple TV,Streaming Apple Tv 4k 32gb 4th Gen A10x Fusion Chip,new,MLA-STREAMING_MEDIA_DEVICES,259990.0,,2024-03-19T19:53:52.000Z,2024-04-17T00:19:21.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1416062157-streaming-apple-tv-4k-32gb-4th-gen-a10x-fusion-chip-_JM,active
MLA1141318811,Apple TV,Convertidor A Smart Tv Apple Tv Resolucion 4k 32gb ,new,MLA-STREAMING_MEDIA_DEVICES,259990.0,,2022-06-07T19:27:21.000Z,2024-04-17T14:42:33.174Z,5,https://articulo.mercadolibre.com.ar/MLA-1141318811-convertidor-a-smart-tv-apple-tv-resolucion-4k-32gb-_JM,active
MLA906173046,Apple TV,Apple Tv 4k 32gb Mqd22ll/a New 4k _ap,new,MLA-STREAMING_MEDIA_DEVICES,249600.0,,2021-01-28T19:44:00.000Z,2024-03-28T01:34:17.000Z,3,https://articulo.mercadolibre.com.ar/MLA-906173046-apple-tv-4k-32gb-mqd22lla-new-4k-ap-_JM,active
MLA1308281824,Apple TV, Apple Tv 4k   2.ª Generación 2021 4k 32gb Negro,new,MLA-STREAMING_MEDIA_DEVICES,509999.0,,2023-01-11T14:46:30.000Z,2024-04-23T15:15:49.457Z,2,https://articulo.mercadolibre.com.ar/MLA-1308281824-apple-tv-4k-2-generacion-2021-4k-32gb-negro-_JM,active
MLA1499376460,Apple TV,"Apple Tv 4k Mxh02ll/a 64gb Chip A12 Bionic Ethernet Wifi Y Bluetooth , Control Por Voz Siri Remote",new,MLA-STREAMING_MEDIA_DEVICES,300000.0,,2023-09-07T12:05:11.000Z,2024-04-20T14:52:36.000Z,28,https://articulo.mercadolibre.com.ar/MLA-1499376460-apple-tv-4k-mxh02lla-64gb-chip-a12-bionic-ethernet-wifi-y-bluetooth-control-por-voz-siri-remote-_JM,active
MLA1113665059,Apple TV,Apple Tv 4k 64gb 5th Generation Sonido Dolby Digital Plus,new,MLA-STREAMING_MEDIA_DEVICES,314990.0,,2021-11-25T13:53:57.000Z,2024-04-23T12:15:19.000Z,999,https://articulo.mercadolibre.com.ar/MLA-1113665059-apple-tv-4k-64gb-5th-generation-sonido-dolby-digital-plus-_JM,active
MLA1594865644,Apple TV, Apple Tv 4k A2169 2da Generación 2021 4k 64gb,new,MLA-STREAMING_MEDIA_DEVICES,763400.0,,2023-12-11T06:36:04.000Z,2024-04-11T03:33:13.789Z,1,https://articulo.mercadolibre.com.ar/MLA-1594865644-apple-tv-4k-a2169-2da-generacion-2021-4k-64gb-_JM,active
MLA1382476735,Apple TV,Apple Tv 4k 32 Gb,new,MLA-STREAMING_MEDIA_DEVICES,249600.0,,2023-08-10T13:57:48.000Z,2024-04-16T15:27:22.000Z,3,https://articulo.mercadolibre.com.ar/MLA-1382476735-apple-tv-4k-32-gb-_JM,active
MLA1378227377,Apple TV, Apple Tv 4k A2169 Control Voz 2ª Generación 2021 32gb Negro,new,MLA-STREAMING_MEDIA_DEVICES,699997.0,,2023-07-19T19:46:46.000Z,2024-03-27T19:38:04.000Z,6,https://articulo.mercadolibre.com.ar/MLA-1378227377-apple-tv-4k-a2169-control-voz-2-generacion-2021-32gb-negro-_JM,active
MLA1411537873,Apple TV, Apple Tv 4k A2169 De Voz 2.ª Generación 2021 4k 32gb Negro,new,MLA-STREAMING_MEDIA_DEVICES,579999.0,,2024-02-24T17:40:32.000Z,2024-03-27T22:58:35.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1411537873-apple-tv-4k-a2169-de-voz-2-generacion-2021-4k-32gb-negro-_JM,active
MLA927234893,Apple TV,Soporte Para Apple Tv 4 5 6 Gen + Soporte Control Remoto,new,MLA-STREAMING_MEDIA_DEVICES,3532.0,,2021-06-26T18:00:40.000Z,2024-04-05T04:47:00.000Z,20,https://articulo.mercadolibre.com.ar/MLA-927234893-soporte-para-apple-tv-4-5-6-gen-soporte-control-remoto-_JM,active
MLA1419607821,Apple TV, Apple Tv A1469 Estándar 3.ª Generación ,used,MLA-STREAMING_MEDIA_DEVICES,70000.0,,2024-04-05T17:00:06.000Z,2024-04-15T01:00:32.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1419607821-apple-tv-a1469-estandar-3-generacion-_JM,active
MLA1414056647,Apple TV, Apple Tv A1469 Estándar 3.ª Generación Rev. A Full Hd 8gb ,used,MLA-STREAMING_MEDIA_DEVICES,150000.0,,2024-03-11T19:48:39.000Z,2024-04-15T15:34:06.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1414056647-apple-tv-a1469-estandar-3-generacion-rev-a-full-hd-8gb-_JM,active
MLA1744096678,Apple TV, Apple Tv 4 Hd - 32gb - Impecable Y En Caja Original !,used,MLA-STREAMING_MEDIA_DEVICES,110000.0,,2024-04-18T14:28:26.000Z,2024-04-22T10:30:42.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1744096678-apple-tv-4-hd-32gb-impecable-y-en-caja-original--_JM,active
MLA1413965823,Apple TV, Apple Tv Mc572lla Estándar 2.ª Generación 2010 Hd ,used,MLA-STREAMING_MEDIA_DEVICES,150000.0,,2024-03-11T19:32:07.000Z,2024-04-15T15:34:18.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1413965823-apple-tv-mc572lla-estandar-2-generacion-2010-hd-_JM,active
MLA1338143888,Apple TV, Apple Tv A1427  8gb Negro  512mb Ram Con Caja,used,MLA-STREAMING_MEDIA_DEVICES,30000.0,,2023-02-06T20:10:40.000Z,2024-04-23T13:39:53.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1338143888-apple-tv-a1427-8gb-negro-512mb-ram-con-caja-_JM,active
MLA1313569771,Apple TV," Apple Tv  A1625,  Negro 32gb,  Control Remoto Usado",used,MLA-STREAMING_MEDIA_DEVICES,111999.0,,2023-01-16T20:56:42.000Z,2024-04-16T20:24:40.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1313569771-apple-tv-a1625-negro-32gb-control-remoto-usado-_JM,active
MLA1598302118,Apple TV,"Apple Tv 3 A1469  Full Hd Negro Completo, Sin Detalles.",used,MLA-STREAMING_MEDIA_DEVICES,92000.0,,2023-12-13T22:51:57.221Z,2024-04-23T22:12:18.766Z,1,https://articulo.mercadolibre.com.ar/MLA-1598302118-apple-tv-3-a1469-full-hd-negro-completo-sin-detalles-_JM,active
MLA1394545747,Apple TV, Apple Tv 3.ª Generación Full Hd,used,MLA-STREAMING_MEDIA_DEVICES,48000.0,,2023-11-03T20:31:04.000Z,2024-04-19T03:56:23.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1394545747-apple-tv-3-generacion-full-hd-_JM,active
MLA1422759707,Apple TV, Apple Tv  3.ª Generación Full Hd,used,MLA-STREAMING_MEDIA_DEVICES,85000.0,,2024-04-21T22:44:39.000Z,2024-04-22T02:27:49.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1422759707-apple-tv-3-generacion-full-hd-_JM,active
MLA1622879630,Apple TV,Apple Tv - Modelo A1469,used,MLA-STREAMING_MEDIA_DEVICES,250000.0,,2024-01-08T02:49:43.000Z,2024-03-23T06:34:23.000Z,1,https://articulo.mercadolibre.com.ar/MLA-1622879630-apple-tv-modelo-a1469-_JM,active
